appid,developer
792760,Ramos Entertainment
792800,LionAnt
792810,Hardcore__Games
792820,Second Sky Entertainment
792850,Pxlplz
792860,Agelvik
792870,Jeremy St. Pierre
792880,Humble Hearts LLC
792900,MellowStudios
792930,Nemoïd Apps
792940,CAGE Studios
792970,Chozabu
792990,Asylum Entertainment Inc.
793000,Puddledock Games
793010,Aoineko
793030,Gray Wolf Interactive LLC
793050,"BTD STUDIO Co.,ltd."
793150,NTT Solmare
793180,Smelter
793200,Indie Ninjas
793210,KR Games
793220,Santima Games
793240,Educational Games
793250,ThatGame Pty Ltd
793260,Jumibois
793280,Daydream Productions
793350,Dominique Grieshofer
793360,Hyper Luminal Games Ltd
793410,Flying Panjandrum / ふらいんぐパンジャンドラム
793450,Sierra Lee
793480,Neobite Games
793490,GoldFire Studios
793510,SashaNyasha
793570,Cocompadres
793600,Almighty Games
793620,Virhex
793630,Claudio Catalano
793630,CC_ARTS
793640,D & M Arcade
793670,Vera Visions
793690,Phaser Lock Interactive
793700,Sly
793710,Sly
793740,Thumbtack
793760,Miracle Gates Entertainment
793820,Vectorinox
793880,MIRAGE VR
793940,Toyman Interactive
793970,Yash Future Tech Solutions Pvt Ltd
793990,NedoStudio
794030,Astronomic Games
794050,Black Fox Entertainment
794050,Starkom Entertainment
794180,Sanuk Games
794190,Laush Dmitriy Sergeevich
794230,Vicente Fleitas
794230,Paola Escobar
794260,Nine Dots Studio
794270,Convoy Games
794300,CSM
794360,Vyacheslav Shilikhin
794390,JibbyJib
794410,Bmc Studio
794480,CDIS Lab.
794490,Hyperion Studio Limited
794530,KILLZONE
794550,GalaxyTrail
794570,Sky Coder
794580,SNK CORPORATION
794580,Abstraction Games
794600,GRASSHOPPER MANUFACTURE INC.
794600,"SUPERTRICK  GAMES,Inc."
794630,Jake Peng
794640,Gray Wolf Interactive LLC
794710,Voltage Inc.
794740,Killer Bees Games
794760,YANEURAGAMES
794780,折翼的红领巾
794800,Marmalade Game Studio Ltd
794810,Cersgame Studios
794820,Kyy Games
794830,Little Angel
794910,Firehawk Studios
794920,Dexion Games
794940,Abdullah Firat
794950,凝冰剑斩
794990,Vais
795030,BGIXED
795040,Totally Normal Creature
795050,Altera Pars Games
795070,Dexion Games
795100,Blue Wizard Digital
795110,Epopeia Games
795120,Kormishenkov Anton
795140,FailoutGames
795160,Norn / Miel
795220,Pocketwatch Games
795230,Pocketwatch Games
795320,Fivesyounger Development
795430,Astrocat Studios
795480,Sergey Sevostyanov
795490,FreeMinds
795500,Vyacheslav Shilikhin
795510,UNKNOWN GAMES
795510,"M2 Co.,LTD"
795530,Strategy Empire
795550,nkmr appworks
795570,Dark-1
795610,Foldergeist Studios
795680,Tuomo Laine
795910,Reb_Orn
795920,Artur Rezende
795940,Andy Jurko
795950,CDIS Lab.
795960,CDIS Lab.
796030,Ingenio Contenido Digital
796050,Orneon
796060,Elephant Games
796070,ERS G Studios
796090,Eipix Entertainment
796100,ERS G Studios
796110,Duck INC
796130,Laush Dmitriy Sergeevich
796270,Gromov Technologies
796290,Helium9 Games
796320,softvar
796340,Homage Studios
796360,Snkl Studio
796370,Karolis Dikcius
796380,Polar Night Games
796400,Stelex Software
796430,BARS STUDIOS
796440,Light Soft
796450,Freshtrax
796460,CHENJINDING
796480,Coconut Tree Studio
796490,Andy Jurko
796500,cf/x software AG
796510,Motiro
796520,Ryan Silberman
796580,Cien Studio
796600,cyph3r
796620,ShaBi
796640,EasyGames
796650,zoocros
796710,дель7in
796760,Parallel Intersection Studio
796770,JoshCorp
796780,Catze
796790,Snkl Studio
796800,Team 21 Studio
796810,Vyacheslav Shilikhin
796830,Samp RP
796840,a.mighty.dish
796860,Karnage Gaming
796890,Vyacheslav Shilikhin
796900,Ripknot Systems
796910,Yai Gameworks
796920,Panic Ensues Software
796930,Federico Jimenez
796940,Argent Games
796950,Targon Studios
796970,Digitalzone
796980,KUO-KAI YUEN
797010,aburasobabiyori
797020,Masakazu Yanai
797040,"Darklord Ltd., China"
797060,BUG-Studio
797070,CASGames
797090,CSM
797190,WhackAKey Games
797200,The House of Fables
797300,Andy Jurko
797310,Andy Jurko
797330,Andy Jurko
797340,Andy Jurko
797350,Andy Jurko
797390,Point Bleep Studios
797410,IguanaBee
797420,AntiAnti
797430,Z4
797440,Andy Jurko
797450,Andy Jurko
797550,DEVALLEY STUDIO
797570,Impostor Cat Games
797610,QFSW
797620,Ian MacLarty
797640,Nooskewl
797710,ArticNet
798140,Zero Flag
798170,Bala Vicknesh
798180,CatSaw
798190,ZGame Studio
798200,Epotech
798240,IMLBE
798240,Dnovel
798260,DIEDEMOR STUDIO GAMES
798270,Anatoliy Loginovskikh
798280,Anatoliy Loginovskikh
798290,Milestone S.r.l.
798330,Dragon Whisper Game
798340,Trofimov Igor
798350,Generouz Entertainment
798370,Skull Box Games
798380,SharkGame
798420,MasterCode
798420,Dueking
798480,Epikhin Maxim
798510,Dimps Corporation
798510,"SAFARI GAMES Co., Ltd."
798560,ARGames
798590,Red Vibe Studio
798610,First Games Interactive
798650,Marcin Skierski
798670,Yellow Factory
798680,Red River Studio
798710,F-Games
798720,RCMADIAX
798730,Lospi
798790,{COMPANY_NAME_GOES_HERE}
798810,Myou
798830,302 Interactive
798840,ShanghaiWindy
798840,王诗江
798850,Perverse Games
798940,"Wuhan Simple Wings Technology Co., Ltd."
798950,PlayWrite Studios
798960,Hardcore Studio
799060,Ten Percent Red
799070,Quiet River
799080,rokaplay
799110,Bearcat Games
799120,nextjen
799180,Semi Sağlam
799240,upjers
799260,TR8 Torus Studios
799270,BeshevGames
799300,Oblix LLC
799420,Brewsterland Studios
799460,Armadillo Game Studios
799500,KicklessGame
799510,Squidlit Ink.
799530,DarkEvilGames
799560,TAS Systems
799570,Shogunate Games
799590,Ben Busby
799610,TheDreik
799620,Elllinia games
799670,Tangled Mess Games
799730,Wonder Games
799770,EasyVisual
799800,Laush Dmitriy Sergeevich
799810,"Fantastic, yes"
799840,Static City Games
799860,dotBunny
799870,TK Studio
799890,evlavv_studio
799910,Headshot Labs
800030,Hosted Games
800050,Hosted Games
800110,Red Dolphin Games
800120,Night-time Sheep
800130,YAOYICHEN
800160,Shanghai YiJun Network Info Technologies Inc.
800180,Frontwing
800190,GrimTalin
800200,Daily Magic Productions
800230,For Kids
800240,Small Bros
800270,Luckyhammers
800280,VeaTryzLon-ZeGod
800290,Visper Games
800310,Fabio Cunha
800320,XiNFiNiTY Games
800330,XiNFiNiTY Games
800350,ThatGame Pty Ltd
800380,EvilPort
800390,Coastalbyte Games
800490,Wreck Tangle Games
800510,Blob Lab
800520,Alfa-Omega
800530,D1ONE
800550,CounterParry
800560,Hosted Games
800580,Hosted Games
800600,Hosted Games
800620,Hosted Games
800640,Proto Dome Productions
800650,Mean Mutt Interactive
800660,Kando Corp
800670,Josh Beatty
800670,Mike Casto
800690,Gory Detail Limited
800700,Polymorphic Games
800710,OranCG
800720,ZeroByter Games
800820,Chloro
800840,Jester
800860,Trykon Studios
800910,Centipede Game Studios
800930,Arcus Plume
800980,Özgün Bursalıoğlu
801010,MadHoundGames
801020,AFBIK Studio
801040,Pouchmouse
801060,VladProduction
801120,Gerd Kortemeyer et al.
801150,90E GAMES
801160,EncryptGroup
801180,Axis Granted Creations Team
801200,Red Dolphin Games
801210,One Up Plus Entertainment
801250,MAFIS
801260,Tatamibeya 畳部屋
801280,azimut team
801290,MyDreamForever
801300,Curiosity Computing
801320,Atomic Fabrik
801320,Cristian Manolachi
801330,KILLZONE
801340,A.Filimonov
801360,Drop_Dead_Fred (Фред)
801360,Narayan Games
801380,A.M. Bosch
801410,Taotie Industries
801490,TensionSplice
801500,Laush Dmitriy Sergeevich
801510,Ok De
801600,冯卫朋
801610,Amigo VR
801630,FRENCH-BREAD
801660,Rynder Games
801700,Harald Wiestner - farbWERK
801760,NewGen
801770,Stroboskop
801780,CSM
801840,Intermediaware
801870,ChaoYe Liu
801880,S&COR Games
801890,RewindApp
801900,SharF Co.
801910,Leisure Police
801940,Redeyevisuals
802020,Acute Art
802040,Dead Inside Studio
802060,EntwicklerX
802070,MegaTronic Labs
802080,Jakub Klementewicz
802090,Odooh Games
802130,Q'Prod
802180,MellowStudios
802190,Dual Wield Software
802200,Saibot Studios
802210,Vtree LLC
802300,Appnori Inc.
802310,Appnori Inc.
802320,Appnori Inc.
802330,Appnori Inc.
802340,Appnori Inc.
802360,King Key Games
802400,Design Imps
802450,HomeBearStudio
802480,uloongsoft
802490,GameHouse
802530,Geek Games
802550,herun
802650,"Nikita ""Ghost_RUS"""
802660,"Nikita ""Ghost_RUS"""
802690,Fakt Software
802720,Steppe Hare Studio
802730,Steppe Hare Studio
802740,Manalith Studios
802780,Nick Schorer
802810,Ardi Studio
802850,crowgames
802870,SMILE
802880,anchor Inc.
802890,anchor Inc.
802900,QuickSave
802920,Spaghetti Code
802930,Steve O'Gorman
802960,Oracle Gaming Orlando LLC
802970,Red Dolphin Games
803010,Supermedium
803030,Flashynurav
803080,Black Lime Studio
803110,CASGames
803130,Souluted Games
803150,Tonguç Bodur
803220,Fuero Games
803260,Cloaz Studio
803270,Nefrace
803280,Gamious
803290,Nefrace
803310,MasterCalamity Games
803320,URDevTeam
803360,Dan Kenny
803390,LillyWelland Inc.
803520,George Horta
803570,DIGITAL HIPPO CARTEL
803590,Lastwhirlwind
803600,"Nippon Ichi Software, Inc."
803680,Johnny Ow
803720,Arcade Distillery
803750,Pim Nijdam
803760,Brandon J Hilde
803780,Lemondo Games
803800,Tripeaks
803820,Manif
803830,Let it roll AB
803850,Mykhail Konokh
803870,Velaris Studio
803890,VIS-Games
803920,Tolga Yurtsev
803930,Josep G. Camarasa
803980,Disaster Studio
804000,Rage Software
804080,BURP! Games
804120,Aya Game Studio
804130,UMBRESS
804210,Maraby
804290,Anime squad
804350,nada studio
804400,Bergie Games
804430,NyberRoar Interactive
804440,Laush Dmitriy Sergeevich
804460,New Vector Gaming
804490,Survios
804550,Red Dolphin Games
804600,Ripknot Systems
804610,StudioS
804620,Playtouch
804680,"MAMMOSSIX Co., Ltd."
804700,Novectacle
804730,Hamsters Gaming
804830,CryptidTech
804870,Deonn Software ltd.
804900,橘喵喵
804970,RussianDEV
805020,EleFun Games
805030,Vendel Games
805040,Blam! Games
805070,TACS Games
805090,JDRumble
805110,Eforb
805120,Choice of Games
805150,Out There Entertainment
805260,A.D. Klumpp
805280,Tiny devbox
805320,"Escality, LLC"
805330,CangGu
805340,Dilmer Valecillos
805360,Ripknot Systems
805370,Howl Softworks
805400,Albireo Games
805420,Jambav
805440,Freddols
805450,Manuf
805480,wHDinc.
805500,"Nikita ""Ghost_RUS"""
805550,Kunos Simulazioni
805570,Manif
805610,Aleksandr Serzhantov
805630,Manif
805660,Slipgate Ironworks™
805680,G. Malta
805710,Mímir Studio
805720,HUNTERS
805760,Sylvain Seccia
805770,youzhaxiaojiji
805780,OmaeDev
805790,Binärkult
805800,Palladium Games
805820,"Nikita ""Ghost_RUS"""
805840,Mask
805850,Marco Amadei
805870,Laush Dmitriy Sergeevich
805880,Ripknot Systems
805900,STEEL-TEAM
805920,Rokas
805940,Agafonoff
805950,Jérémie Bertrand
805980,StoryTale Studios
806000,Indie
806020,whoopsGames
806100,CSM
806140,Easy game
806150,WTFOMGames
806180,Zane Games
806220,Intermediaware
806230,VRGEN
806240,PotatoIndustries
806330,Johannes Noak
806350,Brentinitis
806470,RewindApp
806480,Team Gizmoid
806510,Hangover Cat Purrroduction
806530,Vindicate Games
806580,G. A. Williams
806600,Halfheartd Games
806610,Ripknot Systems
806660,Mac El Oliver
806670,Artefact Assembly
806680,EHTechnology
806720,オートリ電子
806740,致意
806740,傅真
806770,Stupid Stupid Games
806790,Xue yang
806840,Winter's Chill Studio
806850,Blender Games
806860,WoahStudiosus
806880,LittleAngel Studio
806910,Mighty Box
806930,Komar Games
806940,Pixidraft Studios
806950,Evil Twin Artworks
806960,Nitreal
806970,Errigar Games
806990,That Table Games
807000,CHG
807050,Cat Nigiri
807060,Mykel Flynn
807070,Rusimitu
807140,PS Games
807230,Graven Visual Novels
807340,Classic Game Software
807430,Litmus VR
807570,Scott Garner
807730,Wolverine Studios
807770,NewWestGames
807780,Playloft
807790,Playloft
807820,GameChain
807830,GameChain
807840,Dilmer Valecillos
807850,Dreambakers
807860,Gamenesis
807870,NexusLab
807880,Captain Fluffy
807890,Wonderbox Games
807910,Art Of Adventures
807920,Illya
807930,Art Of Adventures
807940,Art Of Adventures
807950,Music Breath
807960,Music Breath
808020,The Lunatic Tilemaps
808080,Applimazing
808090,The Pixel Hunt
808090,ARTE France
808090,FIGS
808100,Snoddasmannen
808120,Pinpin Team
808130,eProdigy
808160,Matthew Collins
808190,Team 6 Studios
808210,KR Games
808220,AlexTheCreator
808270,Burp Mimic
808290,Runewaker Entertainment
808360,Indispensable Studios
808360,Dmitry Petyakin
808420,Forever Young Games
808450,BWT Games
808540,Game Life Studio
808550,Sticky Studios
808580,Spidove
808800,Star Bunny Enterprises
808810,Booper Inc
808870,LANGYA
808910,LucasArts
808950,Captain Fluffy
808990,DrM@$
809000,City Interactive S.A.
809020,System Erasure
809040,Stefan Preuss
809050,Crisp App Studio
809080,Phoesion
809140,Lion's Shade
809150,Dreambox
809180,Casual.US
809200,Dry Eel Development
809210,iDs Games
809240,Cosmografik
809240,Novelab
809240,Ex Nihilo
809240,ARTE France
809250,Mt.Bamboo Village
809280,Big Moustache Games
809310,All Parts Connected
809320,EasyGames
809330,Ohayo Software
809340,A Nostru
809360,"Mindware Co.,Ltd."
809410,Stuido Studios
809440,Volcanic Giraffe
809450,hede
809460,Odd Ocelot Games
809470,SGStudio Games
809490,VGstudio
809500,Patria Games®
809530,Geoff Nagy
809540,tenacious718
809570,BOMHAT and Ezyn
809580,AFY Games
809610,Robert Cardona
809680,HELYEES
809700,Gunnevik
809760,EcoShooter
809770,Hunterx
809780,ExtinctionArts
809790,Eathrabaria
809800,wraithgames
809830,happyking
809840,Anime fashion show
809850,ImaginationOverflow
809870,Pocket Trap
809880,Moondrop
809890,SEGA
809900,Team 6 Studios
809950,Nilo Studios
809960,Boss Key Productions
810000,Wurrad
810020,Zachary Duer
810020,Tanner Upthegrove
810020,Leo Piilonen
810020,George Glasson
810020,W. Jesse Barber
810020,Samantha Spytek
810020,Christopher Dobson
810050,ReedGames
810190,Moonster Studio
810200,J. Appallonia Hardner
810220,GALBRO INC.
810230,Ruskatuli
810330,Ancient Games DS
810340,SilverDam™
810360,Belleal Games
810420,Erik de Roos
810450,Megalithic Mainframe
810460,Watercolor Games
810470,roet
810500,Five Mind Creations UG (haftungsbeschraenkt)
810510,Chilla's Art
810540,Stem Tech
810550,Manif
810570,Mikhail Melnikov
810580,Rafael Mori Neiva
810610,Falco Software
810630,Decabry
810640,Urban Goose Games
810650,VR Friends
810660,11Sheep
810670,CUTE ANIME GIRLS
810680,Falco Software
810690,Daniel Michaneck
810700,Kipsaim (Mike) Delgado
810720,Falco Software
810730,Dexion Games
810740,Falco Software
810760,Playful Armadillo
810770,White Dog Games
810780,Kirisame Jump
810800,Devdan Games
811080,Mighty Games
811110,Justin Fox Media
811130,Pinhead Games
811160,Makivision
811240,Tantum Games
811250,Epic Fire
811270,Driving Force Games
811290,PsyRob
811360,azimut team
811440,Albash Bokhari
811450,Paulo Ricardo Ribeiro
811450,Paulo Henrique Ribeiro
811480,Chamomile Software
811520,Dexion Games
811530,Dexion Games
811540,Victor Corradi
811620,The Impossible Object
811640,Jagged Games
811680,MikasSV
811690,Floor Chicken
811720,Dead Drop Studios LLC
811800,"MINTPOT CO.,LTD"
811850,Snowdrop Lab
811860,Playloft
811870,Flamebait Games
811900,Munigis
811910,Create Our Freedom
811950,EJRGames
812020,Kyodai Ltd
812040,Interactive Fate
812070,NC
812090,Hazier Studio
812100,Mzonestudio
812110,Mzonestudio
812140,Ubisoft Quebec
812140,Ubisoft Montreal
812140,Ubisoft Bucharest
812140,Ubisoft Singapore
812140,Ubisoft Montpellier
812140,Ubisoft Kiev
812140,Ubisoft Shanghai
812170,Daniel Rychlý
812180,Spinning Hat Studio
812190,Windy Games
812390,Wiley Softworks
812410,RhinoGearz
812430,Aliceledge
812450,Zloy Krot Studio
812460,Bad Rhino Games LLC
812550,Serenity Forge
812560,MoeNovel
812580,Giant Scam Industries
812740,EasyVisual
812770,MMEU
812800,For Kids
812850,XiNFiNiTY Games
812860,XiNFiNiTY Games
812900,Golden Frog
812930,Fury Software
812940,Pleizter Games
812960,Batholith Entertainment
812980,Screwdriver Entertainment
813020,Tninja1337
813030,Foxless Box
813110,Lycian Studio
813150,Satria_Games
813170,Milkjug Studios
813240,Wonderbox Games
813250,Stand Off Software
813260,Burning Nebula Studios
813280,Gamenesis
813290,BeetleFish Studios
813300,致意
813310,askot
813360,cybercritics
813370,Ma-mu-i
813440,Team B Laboratory
813450,Kimmo Lahtinen
813530,John Holmvall
813540,Entertainment Forge
813580,vadimalexepta
813590,Savepoint Studios
813630,Supra Games
813650,Playcademy
813700,Winged Cloud
813730,Eric Ferguson
813820,Heroic Leap Games
813920,SeungWoonS
813930,NEUN Games
813970,Burakku
814010,Potato Games
814020,Headroom.one
814030,Brave Giant LTD
814140,PlayUn-Gaming
814190,94 Games
814200,КиКо
814210,cdhy Interactive
814300,Nixtor Game Studio
814310,Sultan Sultanov
814340,Loaded Games
814380,FromSoftware
814420,Japster's Cavern
814480,"Miniwan Technology Co.,Limited"
814510,taecg
814540,DragonSnow
814570,Ocean Software
814580,Ocean Software
814590,Uniday Studio
814600,NEON
814600,Piko Interactive
814610,Ocean Software
814620,OCEAN Software
814630,Ocean Software
814640,Ocean Software
814650,Ocean Software
814660,Aikio
814700,Xperitus
814710,Rhys510
814770,Andeolab
814870,Team Monad
814890,Mashiro
814900,GYVR
814920,Land Patricio
814960,TRT World
814990,Mlyst
815000,One Wing Cicada
815010,Tomas Varaneckas
815030,smakarov3
815070,NLB project
815080,"Nikita ""Ghost_RUS"""
815150,Joshua Keith
815170,M.R.Studio
815210,Rabbiroo
815240,Simulators Live
815250,Playloft
815260,ThankGame.com
815280,Craft Game Studio
815290,Prince Game Studio
815320,VR Studio
815360,FoG Games
815370,Creepy Jar
815390,IR Studio
815420,Free Cube Studio
815440,Freetime Studio
815450,ImpQueen
815480,Jens Bolanz
815540,Boomzap Entertainment
815550,Elephant Games
815560,Eipix Entertainment
815570,EleFun Games
815580,Blue Tea Games
815620,Fogbound
815630,EF Universe Games LLC
815660,vm.cabello
815730,Lucas Simmons
815730,James Gagnon
815730,Holden Newton
815780,Mash Games
815800,Jl Apps
815830,Cow Corp.
815840,Bypass Game Studios
815860,Pulsetense Games
815950,Blender Games
816020,"Spike Chunsoft Co., Ltd."
816030,Tonee Ltd
816060,Maximilian Ritters
816080,nitopu
816090,Streum On Studio
816120,Dan Sanderson
816150,Digital Melody
816150,Wastelands Interactive
816160,BulatHard
816170,The Light Sword Team
816180,"Nikita ""Ghost_RUS"""
816190,Antizero company
816200,"Diggidy.net, LLC"
816210,Holotna
816220,Epic Works
816240,Alda Games
816250,Snkl Studio
816260,Achievement Studios
816270,Violet Feature
816280,Game e Arte
816330,Steel Arts
816340,Ironhide Game Studio
816350,Simple Ghost
816380,Hardcore Studio
816400,Spritewrench
816410,Couchgaming
816490,Manic Hyena
816500,Josep Monzonis Hernandez
816550,Gallows
816580,Megaton
816590,深圳中青宝互动网络股份有限公司
816610,Simulators Live
816630,Starfish-SD Inc.
816650,Breakout
816660,Simulators Live
816670,Tero Lunkka
816710,Anatoliy Loginovskikh
816720,DG Games Workshop
816730,ZREALITY GmbH
816740,Real Pixel Games
816750,Tortishka
816760,JFL Games
816770,Jon Pennant
816810,Techway
816830,Fish Tank Studio
816840,Grove Street Games
816870,AppRoarr Studios
816890,Gamezaur
816920,MackMediaGames
816930,Aemaeth Monster
816990,"HugePixel, Diedemor studio"
817110,Zloy Krot Studio
817120,Ammonite Design Studios Ltd
817130,Visual Concepts
817130,"Yuke's Co., LTD"
